batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ
47777,CrackIVF,16,764416,16,16000,100,10,42,99999,124665.90546217049,1.5922379971016198,0.00214899773709476,1.590088999364525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.8875
47778,CrackIVF,16,764432,16,16000,100,10,42,99999,124667.48694019043,1.5814780199434608,0.001760025043040514,1.5797179949004203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.948125
47779,CrackIVF,16,764448,16,16000,100,10,42,99999,124669.14200820611,1.655068015679717,0.0021700107026845217,1.6528980049770325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8125,0.9,0.82875
47780,CrackIVF,16,764464,16,16000,100,10,42,99999,124670.9093262034,1.7673179972916842,0.002329994458705187,1.764988002832979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.98125,0.941875
47781,CrackIVF,16,764480,16,16000,100,10,42,99999,124672.57470419281,1.665377989411354,0.0018099963199347258,1.6635679930914193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.96875,0.94875
47782,CrackIVF,16,764496,16,16000,100,10,42,99999,124674.48372219224,1.9090179994236678,0.0017200072761625051,1.9072979921475053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.97375
47783,CrackIVF,16,764512,16,16000,100,10,42,99999,124676.18516119546,1.7014390032272786,0.0015709956642240286,1.6998680075630546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.875,0.82875
47784,CrackIVF,16,764528,16,16000,100,10,42,99999,124677.87309919368,1.687937998212874,0.0018099963199347258,1.6861280018929392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.94375,0.898125
47785,CrackIVF,16,764544,16,16000,100,10,42,99999,124679.47132719564,1.5982280019670725,0.0018599967006593943,1.596368005266413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.975,0.935
47786,CrackIVF,16,764560,16,16000,100,10,42,99999,124681.14860620699,1.6772790113463998,0.0016200065147131681,1.6756590048316866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.875,0.93125,0.879375
47787,CrackIVF,16,764576,16,16000,100,10,42,99999,124683.05142421741,1.9028180104214698,0.0015099940355867147,1.901308016385883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9375,0.88125
47788,CrackIVF,16,764592,16,16000,100,10,42,99999,124684.81354220421,1.762117986800149,0.0016499834600836039,1.7604680033400655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.975,0.92875
47789,CrackIVF,16,764608,16,16000,100,10,42,99999,124686.45396121428,1.6404190100729465,0.0014999823179095984,1.638919027755037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.925,0.844375
47790,CrackIVF,16,764624,16,16000,100,10,42,99999,124688.30967921531,1.8557180010247976,0.0022799940779805183,1.853438006946817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.91875,0.850625
47791,CrackIVF,16,764640,16,16000,100,10,42,99999,124690.11606721324,1.8063879979308695,0.0018299906514585018,1.804558007279411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.99375,0.920625
47792,CrackIVF,16,764656,16,16000,100,10,42,99999,124691.84372518794,1.7276579746976495,0.0016099947970360518,1.7260479799006134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8125,0.93125,0.8625
47793,CrackIVF,16,764672,16,16000,100,10,42,99999,124693.56767318095,1.7239479930140078,0.002020009560510516,1.7219279834534973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9625,0.92625
47794,CrackIVF,16,764688,16,16000,100,10,42,99999,124695.36120118573,1.7935280047822744,0.0022400054149329662,1.7912879993673414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8125,0.875,0.850625
47795,CrackIVF,16,764704,16,16000,100,10,42,99999,124697.20258915913,1.8413879733998328,0.0022399763111025095,1.8391479970887303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.8875,0.846875
47796,CrackIVF,16,764720,16,16000,100,10,42,99999,124698.85017815977,1.647589000640437,0.0025400076992809772,1.645048992941156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9375,0.9625,0.94375
47797,CrackIVF,16,764736,16,16000,100,10,42,99999,124700.61078615254,1.7606079927645624,0.0018700084183365107,1.7587379843462259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.975,0.899375
47798,CrackIVF,16,764752,16,16000,100,10,42,99999,124702.56589417113,1.955108018592,0.001860025804489851,1.9532479927875102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.95,0.90625
