batch_id,index_name,batch_size,qid,nthreads,curr_nlist,nlist,niter,seed,nprobe,cummulative_time_ms_mean,total_ms_mean,overhead_ms_mean,search_time_ms_mean,crack_time_ms_mean,refine_time_ms_mean,get_local_region_time_ms_mean,reorg_time_ms_mean,inner_point_assignments_ms_mean,update_invlists_ms_mean,metadata_tracking_time_mean,nruns,recall_1_perQ,recall_10_perQ,recall_100_perQ,cum_dist_comp
1901,CrackIVF,16,30400,16,5875,100,10,42,99999,8669.668846938293,1.7174849926959723,0.33585200435481966,1.3816329883411527,0.0,0.004335975972935557,0.0,0.0,0.0,0.0,0.09510299423709512,1,0.9375,0.85,0.76125,228977697
1902,CrackIVF,16,30416,16,5875,100,10,42,99999,8671.04839894455,1.3795520062558353,0.09468701318837702,1.2848649930674583,0.0,0.0031679810490459204,0.0,0.0,0.0,0.0,0.08918298408389091,1,1.0,0.89375,0.771875,228977697
1903,CrackIVF,16,30432,16,5875,100,10,42,99999,8673.357940948335,2.3095420037861913,0.8714619907550514,1.43808001303114,0.0,0.004303990863263607,0.0,0.0,0.0,0.0,0.8579099958296865,1,1.0,0.9,0.733125,228977697
1904,CrackIVF,16,30448,16,5875,100,10,42,99999,8675.249199965037,1.8912590167019516,0.1642869901843369,1.7269720265176147,0.0,0.005456007784232497,0.0,0.0,0.0,0.0,0.15263899695128202,1,0.75,0.7375,0.61625,228977697
1905,CrackIVF,16,30464,16,5875,100,10,42,99999,8677.030875958735,1.7816759936977178,0.15159798203967512,1.6300780116580427,0.0,0.0046879868023097515,0.0,0.0,0.0,0.0,0.14123000437393785,1,0.875,0.83125,0.700625,228977697
1906,CrackIVF,16,30480,16,5875,100,10,42,99999,8679.212946939515,2.1820709807798266,0.2621570019982755,1.9199139787815511,0.0,0.0040800077840685844,0.0,0.0,0.0,0.0,0.2528289915062487,1,0.8125,0.75625,0.649375,228977697
1907,CrackIVF,16,30496,16,5875,100,10,42,99999,8680.617506965064,1.4045600255485624,0.16067002434283495,1.2438900012057275,0.0,0.004720001015812159,0.0,0.0,0.0,0.0,0.15075001283548772,1,0.875,0.84375,0.65375,228977697
1908,CrackIVF,16,30512,16,5875,100,10,42,99999,8682.950712973252,2.3332060081884265,0.2796929911710322,2.0535130170173943,0.0,0.004224013537168503,0.0,0.0,0.0,0.0,0.2703170175664127,1,1.0,0.925,0.805625,228977697
1909,CrackIVF,16,30528,16,5875,100,10,42,99999,8684.754052985227,1.8033400119747967,0.5350499995984137,1.268290012376383,0.0,0.004128000000491738,0.0,0.0,0.0,0.0,0.5256419826764613,1,0.9375,0.8625,0.74875,228977697
1910,CrackIVF,16,30544,16,5875,100,10,42,99999,8687.396391003858,2.6423380186315626,0.20742201013490558,2.434916008496657,0.0,0.008319999324157834,0.0,0.0,0.0,0.0,0.18919797730632126,1,0.9375,0.8375,0.69375,228977697
1911,CrackIVF,16,30560,16,5875,100,10,42,99999,8689.237555023283,1.8411640194244683,0.21281401859596372,1.6283500008285046,0.0,0.007935974281281233,0.0,0.0,0.0,0.0,0.19524598610587418,1,1.0,0.89375,0.810625,228977697
1912,CrackIVF,16,30576,16,5875,100,10,42,99999,8690.751810034271,1.5142550109885633,0.2547970216255635,1.2594579893629998,0.0,0.0042879837565124035,0.0,0.0,0.0,0.0,0.24546898202970624,1,0.9375,0.84375,0.74125,228977697
1913,CrackIVF,16,30592,16,5875,100,10,42,99999,8692.188178014476,1.4363679802045226,0.13817398576065898,1.2981939944438636,0.0,0.0047349894884973764,0.0,0.0,0.0,0.0,0.12863901793025434,1,0.8125,0.75,0.63125,228977697
1914,CrackIVF,16,30608,16,5875,100,10,42,99999,8693.536675011273,1.3484969967976213,0.13993500033393502,1.2085619964636862,0.0,0.004832021659240127,0.0,0.0,0.0,0.0,0.12972700642421842,1,1.0,0.8375,0.7025,228977697
1915,CrackIVF,16,30624,16,5875,100,10,42,99999,8695.016098004999,1.4794229937251657,0.1340300077572465,1.3453929859679192,0.0,0.004864006768912077,0.0,0.0,0.0,0.0,0.1243659935425967,1,0.875,0.83125,0.713125,228977697
1916,CrackIVF,16,30640,16,5875,100,10,42,99999,8696.4872009994,1.471102994401008,0.1374380080960691,1.3336649863049388,0.0,0.00483199255540967,0.0,0.0,0.0,0.0,0.12780597899109125,1,1.0,0.8875,0.79,228977697
1917,CrackIVF,16,30656,16,5875,100,10,42,99999,8698.275548988022,1.788347988622263,0.482122995890677,1.306224992731586,0.0,0.004144007107242942,0.0,0.0,0.0,0.0,0.4728589847218245,1,0.9375,0.83125,0.689375,228977697
1918,CrackIVF,16,30672,16,5875,100,10,42,99999,8700.165847985772,1.8902989977505058,0.2636929857544601,1.6266060119960457,0.0,0.004383997293189168,0.0,0.0,0.0,0.0,0.2541250141803175,1,0.9375,0.8125,0.6575,228977697
1919,CrackIVF,16,30688,16,5875,100,10,42,99999,8702.333918976365,2.1680709905922413,0.5005539860576391,1.6675170045346022,0.0,0.004175992216914892,0.0,0.0,0.0,0.0,0.49130601109936833,1,0.9375,0.90625,0.760625,228977697
1920,CrackIVF,16,30704,16,5875,100,10,42,99999,8704.162297974108,1.8283789977431297,0.3196439938619733,1.5087350038811564,0.0,0.004175002686679363,0.0,0.0,0.0,0.0,0.3111810074187815,1,0.9375,0.9,0.740625,228977697
1921,CrackIVF,16,30720,16,5875,100,10,42,99999,8705.730632966151,1.568334992043674,0.13822299661114812,1.4301119954325259,0.0,0.004656001692637801,0.0,0.0,0.0,0.0,0.12862301082350314,1,0.9375,0.85625,0.76625,228977697
1922,CrackIVF,16,30736,16,5875,100,10,42,99999,8707.57893298287,1.8483000167179853,0.2613420074339956,1.5869580092839897,0.0,0.004223984433338046,0.0,0.0,0.0,0.0,0.2521259884815663,1,0.9375,0.9125,0.815,228977697
1923,CrackIVF,16,30752,16,5875,100,10,42,99999,8709.119507984724,1.5405750018544495,0.25319799897260964,1.2873770028818399,0.0,0.0036800047382712364,0.0,0.0,0.0,0.0,0.2452140033710748,1,0.75,0.825,0.6575,228977697
1924,CrackIVF,16,30768,16,5875,100,10,42,99999,8710.72171398555,1.6022060008253902,0.23593299556523561,1.3662730052601546,0.0,0.003984023351222277,0.0,0.0,0.0,0.0,0.22751701180823147,1,0.875,0.8125,0.651875,228977697
